No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win_Set,Lose_Set,Total_Set,Win_Lose,Get_Point,Lose_Point,Game_Time,Start_Time,End_Time,Spectators,Jury,Chief_Umpire,Sub_Umpire,Judgeman,Home_Away
1,,安永拓弥,4,■,■,■,■,,7,4,0,57.1,1.00,0,0,0,-,2,0.50,13,1,2,0,6.2,1,1.0,0.0,100.0,101,2015-10-31,2015,10,31,,福岡市民体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,徳元幸人,3,1,4,Win,95,86,111,14:05,16:05,3500,中馬義郎,村中伸,田中昭彦,賀来愛実,Home
2,,町野仁志,4,■,■,■,■,,6,2,0,33.3,0.50,0,0,0,-,1,0.25,13,0,0,0,0.0,1,0.0,0.0,0.0,101,2015-10-31,2015,10,31,,福岡市民体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,徳元幸人,3,1,4,Win,95,86,111,14:05,16:05,3500,中馬義郎,村中伸,田中昭彦,賀来愛実,Home
3,,深津旭弘,4,■,■,■,■,,1,1,0,100.0,0.25,0,0,0,-,3,0.75,15,1,0,6,15.3,1,0.0,0.0,0.0,101,2015-10-31,2015,10,31,,福岡市民体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,徳元幸人,3,1,4,Win,95,86,111,14:05,16:05,3500,中馬義郎,村中伸,田中昭彦,賀来愛実,Home
4,,中島健太,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2015-10-31,2015,10,31,,福岡市民体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,徳元幸人,3,1,4,Win,95,86,111,14:05,16:05,3500,中馬義郎,村中伸,田中昭彦,賀来愛実,Home
5,,吉岡光大,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2015-10-31,2015,10,31,,福岡市民体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,徳元幸人,3,1,4,Win,95,86,111,14:05,16:05,3500,中馬義郎,村中伸,田中昭彦,賀来愛実,Home
7,,越川優,4,■,■,■,■,,27,16,1,59.3,4.00,2,2,0,100.0,0,-,16,1,6,5,12.8,21,14.0,0.0,66.7,101,2015-10-31,2015,10,31,,福岡市民体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,徳元幸人,3,1,4,Win,95,86,111,14:05,16:05,3500,中馬義郎,村中伸,田中昭彦,賀来愛実,Home
8,L,久原大輝,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2015-10-31,2015,10,31,,福岡市民体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,徳元幸人,3,1,4,Win,95,86,111,14:05,16:05,3500,中馬義郎,村中伸,田中昭彦,賀来愛実,Home
9,,井上俊輔,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,101,2015-10-31,2015,10,31,,福岡市民体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,徳元幸人,3,1,4,Win,95,86,111,14:05,16:05,3500,中馬義郎,村中伸,田中昭彦,賀来愛実,Home
11,,安井勇誠,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,101,2015-10-31,2015,10,31,,福岡市民体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,徳元幸人,3,1,4,Win,95,86,111,14:05,16:05,3500,中馬義郎,村中伸,田中昭彦,賀来愛実,Home
14,,八子大輔,4,■,■,■,■,,18,8,1,44.4,2.00,1,0,1,0.0,1,0.25,13,1,2,6,19.2,21,10.0,0.0,47.6,101,2015-10-31,2015,10,31,,福岡市民体育館,JTサンダーズ,サントリーサンバーズ,ｳﾞｺｳﾞｨｯﾁｳﾞｪｾﾘﾝ,徳元幸人,3,1,4,Win,95,86,111,14:05,16:05,3500,中馬義郎,村中伸,田中昭彦,賀来愛実,Home
